+-------------------------------------------------+------------------+-------------------------------------------+---------------------------------------------------------------------------+-----+
| Registry name                                   |         Meta/dmg | Display name                              | Ore Dict Keys                                                             | NBT |
| enderio:blockFusedQuartz_fusedQuartz            |               12 | Fused Quartz                              | blockGlassHardened, blockGlassHardenedBrown, fusedQuartz                  | -   |
| enderio:blockFusedQuartz_fusedQuartz            |               13 | Fused Quartz                              | blockGlassHardened, blockGlassHardenedGreen, fusedQuartz                  | -   |
| enderio:blockFusedQuartz_fusedQuartz            |               14 | Fused Quartz                              | blockGlassHardened, blockGlassHardenedRed, fusedQuartz                    | -   |
| enderio:blockFusedQuartz_fusedQuartz            |               15 | Fused Quartz                              | blockGlassHardened, blockGlassHardenedBlack, fusedQuartz                  | -   |
| enderio:blockFusedQuartz_fusedQuartz            | (WILDCARD) 32767 | -                                         | blockGlassHardened, fusedQuartz                                           | -   |
| enderio:blockIngotStorage                       |                0 | Electrical Steel Block                    | blockElectricalSteel                                                      | -   |
| enderio:blockIngotStorage                       |                1 | Energetic Alloy Block                     | blockEnergeticAlloy                                                       | -   |
| enderio:blockIngotStorage                       |                2 | Vibrant Alloy Block                       | blockVibrantAlloy                                                         | -   |
| enderio:blockIngotStorage                       |                3 | Redstone Alloy Block                      | blockRedstoneAlloy                                                        | -   |
| enderio:blockIngotStorage                       |                4 | Conductive Iron Block                     | blockConductiveIron                                                       | -   |
| enderio:blockIngotStorage                       |                5 | Pulsating Iron Block                      | blockPulsatingIron                                                        | -   |
| enderio:blockIngotStorage                       |                6 | Dark Steel Block                          | blockDarkSteel                                                            | -   |
| enderio:blockIngotStorage                       |                7 | Soularium Block                           | blockSoularium                                                            | -   |
| enderio:itemAlloy                               |                0 | Electrical Steel                          | ingotElectricalSteel                                                      | -   |
| enderio:itemAlloy                               |                1 | Energetic Alloy                           | ingotEnergeticAlloy                                                       | -   |
| enderio:itemAlloy                               |                2 | Vibrant Alloy                             | ingotVibrantAlloy                                                         | -   |
| enderio:itemAlloy                               |                3 | Redstone Alloy                            | ingotRedstoneAlloy                                                        | -   |
| enderio:itemAlloy                               |                4 | Conductive Iron                           | ingotConductiveIron                                                       | -   |
| enderio:itemAlloy                               |                5 | Pulsating Iron                            | ingotPulsatingIron                                                        | -   |
| enderio:itemAlloy                               |                6 | Dark Steel                                | ingotDarkSteel                                                            | -   |
| enderio:itemAlloy                               |                7 | Soularium                                 | ingotSoularium                                                            | -   |
| enderio:itemMachinePart                         |                0 | Machine Chassis                           | itemMachineChassi                                                         | -   |
| enderio:itemMachinePart                         |                1 | Basic Gear                                | gearStone                                                                 | -   |
| enderio:itemMaterial                            |                0 | Silicon                                   | itemSilicon                                                               | -   |
| enderio:itemMaterial                            |                1 | Conduit Binder                            | itemConduitBinder                                                         | -   |
| enderio:itemMaterial                            |                2 | Binder Composite                          | itemBinderComposite                                                       | -   |
| enderio:itemMaterial                            |                3 | Pulsating Iron Nugget                     | itemPulsatingIronNugget, nuggetPulsatingIron                              | -   |
| enderio:itemMaterial                            |                4 | Vibrant Alloy Nugget                      | itemVibrantNugget, nuggetVibrantAlloy                                     | -   |
| enderio:itemMaterial                            |                5 | Pulsating Crystal                         | itemPulsatingCrystal                                                      | -   |
| enderio:itemMaterial                            |                6 | Vibrant Crystal                           | itemVibrantCrystal                                                        | -   |
| enderio:itemMaterial                            |                7 | Dark Steel Ball                           | itemDarkGrindingBall                                                      | -   |
| enderio:itemMaterial                            |                8 | Ender Crystal                             | itemEnderCrystal                                                          | -   |
| enderio:itemMaterial                            |                9 | Enticing Crystal                          | itemAttractorCrystal                                                      | -   |
| enderio:itemMaterial                            |               10 | Weather Crystal                           | itemWeatherCrystal                                                        | -   |
| enderio:itemMaterial                            |               11 | Vibrant Powder                            | itemVibrantPowder                                                         | -   |
| enderio:itemMaterial                            |               12 | Grains of Piezallity                      | itemPulsatingPowder                                                       | -   |
| enderio:itemMaterial                            |               13 | Grains of the End                         | itemEnderCrystalPowder                                                    | -   |
| enderio:itemMaterial                            |               14 | Nutritious Stick                          | itemNutritiousStick                                                       | -   |
| enderio:itemMaterial                            |               15 | Precient Crystal                          | itemPrecientCrystal                                                       | -   |
| enderio:itemMaterial                            |               16 | Grains of Prescience                      | itemPrecientPowder                                                        | -   |
| enderio:itemMaterial                            |               17 | Chassis Plates                            | itemChassiParts                                                           | -   |
| enderio:itemMaterial                            |               18 | Plant clippings and trimmings             | itemPlantgreen                                                            | -   |
| enderio:itemMaterial                            |               19 | Loose twigs and prunings                  | itemPlantbrown                                                            | -   |
| enderio:itemPowderIngot                         |                0 | Coal Powder                               | dustCoal                                                                  | -   |
| enderio:itemPowderIngot                         |                1 | Iron Powder                               | dustIron                                                                  | -   |
| enderio:itemPowderIngot                         |                2 | Gold Powder                               | dustGold                                                                  | -   |
| enderio:itemPowderIngot                         |                3 | Copper Powder                             | dustCopper                                                                | -   |
| enderio:itemPowderIngot                         |                4 | Tin Powder                                | dustTin                                                                   | -   |
| enderio:itemPowderIngot                         |                5 | Ender Pearl Powder                        | nuggetEnderpearl                                                          | -   |
| enderio:itemPowderIngot                         |                7 | Obsidian Powder                           | dustObsidian                                                              | -   |
| enderio:itemPowderIngot                         |                8 | Flour                                     | dustWheat                                                                 | -   |
| enderio:itemPowderIngot                         |                9 | Ardite Powder                             | dustArdite                                                                | -   |
| enderio:itemPowderIngot                         |               10 | Cobalt Powder                             | dustCobalt                                                                | -   |
| exnihiloadscensio:itemMaterial                  |                1 | Porcelain Clay                            | clayPorcelain                                                             | -   |
| extrautils2:compressedcobblestone               |                0 | Compressed Cobblestone                    | compressed1xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                1 | Double Compressed Cobblestone             | compressed2xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                2 | Triple Compressed Cobblestone             | compressed3xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                3 | Quadruple Compressed Cobblestone          | compressed4xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                4 | Quintuple Compressed Cobblestone          | compressed5xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                5 | Sextuple Compressed Cobblestone           | compressed6xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                6 | Septuple Compressed Cobblestone           | compressed7xCobblestone                                                   | -   |
| extrautils2:compressedcobblestone               |                7 | Octuple Compressed Cobblestone            | compressed8xCobblestone                                                   | -   |
| extrautils2:compresseddirt                      |                0 | Compressed Dirt                           | compressed1xDirt                                                          | -   |
| extrautils2:compresseddirt                      |                1 | Double Compressed Dirt                    | compressed2xDirt                                                          | -   |
| extrautils2:compresseddirt                      |                2 | Triple Compressed Dirt                    | compressed3xDirt                                                          | -   |
| extrautils2:compresseddirt                      |                3 | Quadruple Compressed Dirt                 | compressed4xDirt                                                          | -   |
| extrautils2:compressedgravel                    |                0 | Compressed Gravel                         | compressed1xGravel                                                        | -   |
| extrautils2:compressedgravel                    |                1 | Double Compressed Gravel                  | compressed2xGravel                                                        | -   |
| extrautils2:compressednetherrack                |                0 | Compressed Netherrack                     | compressed1xNetherrack                                                    | -   |
| extrautils2:compressednetherrack                |                1 | Double Compressed Netherrack              | compressed2xNetherrack                                                    | -   |
| extrautils2:compressednetherrack                |                2 | Triple Compressed Netherrack              | compressed3xNetherrack                                                    | -   |
| extrautils2:compressednetherrack                |                3 | Quadruple Compressed Netherrack           | compressed4xNetherrack                                                    | -   |
| extrautils2:compressednetherrack                |                4 | Quintuple Compressed Netherrack           | compressed5xNetherrack                                                    | -   |
| extrautils2:compressednetherrack                |                5 | Sextuple Compressed Netherrack            | compressed6xNetherrack                                                    | -   |
| extrautils2:compressedsand                      |                0 | Compressed Sand                           | compressed1xSand                                                          | -   |
| extrautils2:compressedsand                      |                1 | Double Compressed Sand                    | compressed2xSand                                                          | -   |
| extrautils2:ingredients                         |                0 | Resonating Redstone Crystal               | gemRedstone                                                               | -   |
| extrautils2:ingredients                         |                1 | Redstone Gear                             | gearRedstone                                                              | -   |
| extrautils2:ingredients                         |                2 | Eye of Redstone                           | eyeofredstone                                                             | -   |
| extrautils2:ingredients                         |                3 | Lunar Reactive Dust                       | dustLunar, dyeMagenta                                                     | -   |
| extrautils2:ingredients                         |                4 | Red Coal                                  | coalPowered                                                               | -   |
| extrautils2:ingredients                         |                5 | Moon Stone                                | gemMoon                                                                   | -   |
| extrautils2:ingredients                         |                6 | Upgrade Speed                             | xuUpgradeSpeed                                                            | -   |
| extrautils2:ingredients                         |                7 | Upgrade Stack                             | xuUpgradeStack                                                            | -   |
| extrautils2:ingredients                         |                8 | Upgrade Mining                            | xuUpgradeMining                                                           | -   |
| extrautils2:ingredients                         |                9 | Upgrade Base                              | xuUpgradeBlank                                                            | -   |
| extrautils2:ingredients                         |               10 | Drop of Evil                              | dropofevil                                                                | -   |
| extrautils2:ingredients                         |               11 | Demon Ingot                               | ingotDemonicMetal                                                         | -   |
| extrautils2:ingredients                         |               12 | Enchanted Ingot                           | ingotEnchantedMetal                                                       | -   |
| extrautils2:ingredients                         |               13 | Wireless RF Heating Coil                  | xuRedstoneCoil                                                            | -   |
| extrautils2:ingredients                         |               14 | Blue Dye                                  | dye, dyeBlue                                                              | -   |
| extrautils2:simpledecorative                    |                0 | Block of Enchanted Metal                  | blockEnchantedMetal                                                       | -   |
| extrautils2:simpledecorative                    |                1 | Block of Demon Metal                      | blockDemonicMetal                                                         | -   |
| forestry:apatite                                |                0 | Apatite                                   | gemApatite                                                                | -   |
| forestry:ash                                    |                0 | Ash                                       | dustAsh                                                                   | -   |
| forestry:beeCombs                               | (WILDCARD) 32767 | -                                         | beeComb                                                                   | -   |
| forestry:beeswax                                |                0 | Beeswax                                   | itemBeeswax                                                               | -   |
| forestry:doors.acacia                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.balsa                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.baobab                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.cherry                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.chestnut                         | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.citrus                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.cocobolo                         | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.ebony                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.giganteum                        | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.greenheart                       | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.ipe                              | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.kapok                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.larch                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.lime                             | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.mahoe                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.mahogany                         | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.maple                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.padauk                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.palm                             | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.papaya                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.pine                             | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.plum                             | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.poplar                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.sequoia                          | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.teak                             | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.walnut                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.wenge                            | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.willow                           | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:doors.zebrawood                        | (WILDCARD) 32767 | -                                         | doorWood                                                                  | -   |
| forestry:fence.gates.acacia                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.balsa                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.baobab                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.cherry                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.chestnut                   | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.citrus                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.cocobolo                   | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.ebony                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.acacia           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.balsa            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.baobab           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.cherry           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.chestnut         | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.citrus           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.cocobolo         | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.ebony            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.giganteum        | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.greenheart       | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.ipe              | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.kapok            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.larch            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.lime             | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.mahoe            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.mahogany         | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.maple            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.padauk           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.palm             | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.papaya           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.pine             | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.plum             | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.poplar           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.sequoia          | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.teak             | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.walnut           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.wenge            | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.willow           | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.fireproof.zebrawood        | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.giganteum                  | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.greenheart                 | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.ipe                        | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.kapok                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.larch                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.lime                       | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.mahoe                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.mahogany                   | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.maple                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.padauk                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.palm                       | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.papaya                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.pine                       | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.plum                       | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.poplar                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.sequoia                    | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.teak                       | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.vanilla.fireproof.acacia   | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.vanilla.fireproof.birch    | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.vanilla.fireproof.dark_oak | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.vanilla.fireproof.jungle   | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.vanilla.fireproof.oak      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.vanilla.fireproof.spruce   | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.walnut                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.wenge                      | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.willow                     | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fence.gates.zebrawood                  | (WILDCARD) 32767 | -                                         | fenceGateWood                                                             | -   |
| forestry:fences.0                               | (WILDCARD) 32767 | -                                         | fenceWood                                                                 | -   |
| forestry:fences.1                               | (WILDCARD) 32767 | -                                         | fenceWood                                                                 | -   |
| forestry:fences.fireproof.0                     | (WILDCARD) 32767 | -                                         | fenceWood                                                                 | -   |
| forestry:fences.fireproof.1                     | (WILDCARD) 32767 | -                                         | fenceWood                                                                 | -   |
| forestry:fences.vanilla.fireproof.0             | (WILDCARD) 32767 | -                                         | fenceWood                                                                 | -   |
| forestry:fruits                                 |                0 | Cherry                                    | cropCherry                                                                | -   |
| forestry:fruits                                 |                1 | Walnut                                    | cropWalnut                                                                | -   |
| forestry:fruits                                 |                2 | Chestnut                                  | cropChestnut                                                              | -   |
| forestry:fruits                                 |                3 | Lemon                                     | cropLemon                                                                 | -   |
| forestry:fruits                                 |                4 | Plum                                      | cropPlum                                                                  | -   |
| forestry:fruits                                 |                5 | Date                                      | cropDate                                                                  | -   |
| forestry:fruits                                 |                6 | Papaya                                    | cropPapaya                                                                | -   |
| forestry:gearBronze                             |                0 | Bronze Gear                               | gearBronze                                                                | -   |
| forestry:gearCopper                             |                0 | Copper Gear                               | gearCopper                                                                | -   |
| forestry:gearTin                                |                0 | Tin Gear                                  | gearTin                                                                   | -   |
| forestry:honeyDrop                              |                0 | Honey Drop                                | dropHoney                                                                 | -   |
| forestry:honeydew                               |                0 | Honeydew                                  | dropHoneydew                                                              | -   |
| forestry:ingotBronze                            |                0 | Bronze Ingot                              | ingotBronze                                                               | -   |
| forestry:ingotCopper                            |                0 | Copper Ingot                              | ingotCopper                                                               | -   |
| forestry:ingotTin                               |                0 | Tin Ingot                                 | ingotTin                                                                  | -   |
| forestry:leaves                                 | (WILDCARD) 32767 | -                                         | treeLeaves                                                                | -   |
| forestry:leaves.decorative.0                    | (WILDCARD) 32767 | -                                         | treeLeaves                                                                | -   |
| forestry:leaves.decorative.1                    | (WILDCARD) 32767 | -                                         | treeLeaves                                                                | -   |
| forestry:leaves.decorative.2                    | (WILDCARD) 32767 | -                                         | treeLeaves                                                                | -   |
| forestry:letters                                |                3 | Letter                                    | emptiedLetter                                                             | -   |
| forestry:letters                                |               19 | Letter                                    | emptiedLetter                                                             | -   |
| forestry:letters                                |               35 | Letter                                    | emptiedLetter                                                             | -   |
| forestry:logs.0                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.1                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.2                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.3                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.4                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.5                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.6                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.7                                 | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.fireproof.0                       | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.fireproof.1                       | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.fireproof.2                       | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
| forestry:logs.fireproof.3                       | (WILDCARD) 32767 | -                                         | logWood                                                                   | -   |
