+------------------------------------------------------+--------+
| Registry name                                        |     ID |
| vc:record.bramble                                    |    999 |
| vc:record.cowboy                                     |   1001 |
| vc:record.storms                                     |   1000 |
| vc:record.trigun                                     |    998 |
| vc:sound.engineon                                    |   1003 |
| weather2:env.waterfall                               |   1201 |
| weather2:env.wind_calm                               |   1202 |
| weather2:env.wind_calmfade                           |   1203 |
| weather2:streaming.destruction                       |   1204 |
| weather2:streaming.destruction_0_                    |   1205 |
| weather2:streaming.destruction_1_                    |   1206 |
| weather2:streaming.destruction_2_                    |   1207 |
| weather2:streaming.destruction_s                     |   1208 |
| weather2:streaming.destructionb                      |   1209 |
| weather2:streaming.sandstorm_high1                   |   1219 |
| weather2:streaming.sandstorm_low1                    |   1222 |
| weather2:streaming.sandstorm_low2                    |   1223 |
| weather2:streaming.sandstorm_med1                    |   1220 |
| weather2:streaming.sandstorm_med2                    |   1221 |
| weather2:streaming.siren                             |   1210 |
| weather2:streaming.siren_sandstorm_1                 |   1224 |
| weather2:streaming.siren_sandstorm_2                 |   1225 |
| weather2:streaming.siren_sandstorm_3                 |   1226 |
| weather2:streaming.siren_sandstorm_4                 |   1227 |
| weather2:streaming.siren_sandstorm_5_extra           |   1228 |
| weather2:streaming.siren_sandstorm_6_extra           |   1229 |
| weather2:streaming.wind_close                        |   1211 |
| weather2:streaming.wind_close_0_                     |   1212 |
| weather2:streaming.wind_close_1_                     |   1213 |
| weather2:streaming.wind_close_2_                     |   1214 |
| weather2:streaming.wind_far                          |   1215 |
| weather2:streaming.wind_far_0_                       |   1216 |
| weather2:streaming.wind_far_1_                       |   1217 |
| weather2:streaming.wind_far_2_                       |   1218 |
| xreliquary:book                                      |    982 |
| xreliquary:xload                                     |    983 |
| xreliquary:xshot                                     |    984 |
+------------------------------------------------------+--------+
| Registry name                                        |     ID |
+------------------------------------------------------+--------+
